User,Type,Total Amount,Number of Transactions
User 466,CREDIT,158966,34
User 466,DEBIT,246062,43
User 467,CREDIT,178598,40
User 467,DEBIT,224875,36
User 468,CREDIT,299256,50
User 468,DEBIT,274169,46
User 469,CREDIT,193301,34
User 469,DEBIT,80797,25
User 470,CREDIT,144944,31
User 470,DEBIT,169848,32
User 471,CREDIT,179043,41
User 471,DEBIT,221700,45
User 472,CREDIT,168676,36
User 472,DEBIT,310525,59
User 473,CREDIT,207132,41
User 473,DEBIT,151010,31
User 474,CREDIT,201291,40
User 474,DEBIT,133072,24
User 475,CREDIT,217543,49
User 475,DEBIT,252316,48
User 476,CREDIT,111909,28
User 476,DEBIT,127184,23
User 477,CREDIT,225466,46
User 477,DEBIT,213617,35
User 478,CREDIT,148529,28
User 478,DEBIT,143338,34
User 479,CREDIT,156166,38
User 479,DEBIT,252410,47
User 480,CREDIT,157078,28
User 480,DEBIT,113324,25
User 481,CREDIT,155529,35
User 481,DEBIT,121571,22
User 482,CREDIT,245777,47
User 482,DEBIT,235389,41
User 483,CREDIT,141544,31
User 483,DEBIT,187314,34
User 484,CREDIT,186642,32
User 484,DEBIT,198310,43
User 485,CREDIT,177717,38
User 485,DEBIT,300173,53
User 486,CREDIT,106358,21
User 486,DEBIT,155367,29
User 487,CREDIT,214070,42
User 487,DEBIT,218822,46
User 488,CREDIT,276700,56
User 488,DEBIT,149347,32
User 489,CREDIT,135244,28
User 489,DEBIT,103030,22
User 490,CREDIT,237361,55
User 490,DEBIT,229147,40
User 491,CREDIT,191528,38
User 491,DEBIT,181324,35
User 492,CREDIT,170828,33
User 492,DEBIT,182754,35
User 493,CREDIT,190904,38
User 493,DEBIT,255678,51
User 494,CREDIT,187812,37
User 494,DEBIT,233346,47
User 495,CREDIT,246372,47
User 495,DEBIT,215658,42
User 496,CREDIT,144576,32
User 496,DEBIT,125283,23
User 497,CREDIT,200895,37
User 497,DEBIT,215176,39
User 498,CREDIT,243900,46
User 498,DEBIT,168929,30
User 499,CREDIT,264339,53
User 499,DEBIT,229907,44
User 500,CREDIT,149150,31
User 500,DEBIT,178113,37
User 501,CREDIT,131295,25
User 501,DEBIT,115856,26
User 502,CREDIT,231604,48
User 502,DEBIT,195796,39
User 503,CREDIT,201770,43
User 503,DEBIT,209262,43
User 504,CREDIT,249579,41
User 504,DEBIT,214462,40
User 505,CREDIT,233416,42
User 505,DEBIT,212865,50
User 506,CREDIT,171365,32
User 506,DEBIT,162951,31
User 507,CREDIT,144010,31
User 507,DEBIT,84539,19
User 508,CREDIT,188874,35
User 508,DEBIT,83837,17
User 509,CREDIT,167067,31
User 509,DEBIT,221028,44
User 510,CREDIT,216549,42
User 510,DEBIT,275461,47
User 511,CREDIT,138527,31
User 511,DEBIT,190921,32
User 512,CREDIT,141534,32
User 512,DEBIT,201323,47
User 513,CREDIT,211901,48
User 513,DEBIT,178979,38
User 514,CREDIT,192662,42
User 514,DEBIT,158035,33
User 515,CREDIT,146916,26
User 515,DEBIT,154277,29
User 516,CREDIT,150183,31
User 516,DEBIT,187016,36
User 517,CREDIT,98394,23
User 517,DEBIT,133588,29
User 518,CREDIT,168437,33
User 518,DEBIT,132671,29
User 519,CREDIT,140935,25
User 519,DEBIT,112198,31
User 520,CREDIT,253257,47
User 520,DEBIT,223587,45
User 521,CREDIT,145941,32
User 521,DEBIT,158282,34
User 522,CREDIT,181567,37
User 522,DEBIT,268635,50
User 523,CREDIT,129086,30
User 523,DEBIT,227863,48
User 524,CREDIT,137523,33
User 524,DEBIT,174962,34
User 525,CREDIT,218343,46
User 525,DEBIT,212674,46
User 526,CREDIT,137588,31
User 526,DEBIT,231978,43
User 527,CREDIT,139678,27
User 527,DEBIT,154294,35
User 528,CREDIT,156953,35
User 528,DEBIT,181179,37
User 529,CREDIT,264160,54
User 529,DEBIT,236774,45
User 530,CREDIT,242800,52
User 530,DEBIT,198280,34
User 531,CREDIT,254243,53
User 531,DEBIT,189636,41
User 532,CREDIT,131419,25
User 532,DEBIT,161398,29
User 533,CREDIT,225314,41
User 533,DEBIT,155696,31
User 534,CREDIT,185254,42
User 534,DEBIT,180670,39
User 535,CREDIT,183044,40
User 535,DEBIT,209674,39
User 536,CREDIT,282578,48
User 536,DEBIT,142042,29
User 537,CREDIT,201190,40
User 537,DEBIT,215503,47
User 538,CREDIT,211324,37
User 538,DEBIT,177954,37
User 539,CREDIT,212995,38
User 539,DEBIT,233895,52
User 540,CREDIT,229626,39
User 540,DEBIT,281107,50
User 541,CREDIT,124266,25
User 541,DEBIT,197312,31
User 542,CREDIT,187499,35
User 542,DEBIT,196781,39
User 543,CREDIT,233893,42
User 543,DEBIT,183740,40
User 544,CREDIT,146163,33
User 544,DEBIT,211255,37
User 545,CREDIT,108765,27
User 545,DEBIT,176327,31
User 546,CREDIT,208013,43
User 546,DEBIT,210291,39
User 547,CREDIT,166623,34
User 547,DEBIT,169201,42
User 548,CREDIT,252972,53
User 548,DEBIT,246256,46
User 549,CREDIT,186881,33
User 549,DEBIT,211459,41
User 550,CREDIT,171379,40
User 550,DEBIT,143556,33
User 551,CREDIT,276381,46
User 551,DEBIT,213713,42
User 552,CREDIT,146035,28
User 552,DEBIT,213332,40
User 553,CREDIT,203835,41
User 553,DEBIT,214675,44
User 554,CREDIT,151070,32
User 554,DEBIT,104898,26
User 555,CREDIT,237704,55
User 555,DEBIT,201509,44
User 556,CREDIT,169217,37
User 556,DEBIT,174369,35
User 557,CREDIT,230769,52
User 557,DEBIT,266339,46
User 558,CREDIT,221718,48
User 558,DEBIT,229385,49
User 559,CREDIT,154143,32
User 559,DEBIT,97715,23
User 560,CREDIT,131617,29
User 560,DEBIT,122626,26
User 561,CREDIT,194129,39
User 561,DEBIT,181345,42
User 562,CREDIT,224858,44
User 562,DEBIT,269693,50
User 563,CREDIT,215547,45
User 563,DEBIT,241488,48
User 564,CREDIT,201312,34
User 564,DEBIT,227031,55
User 565,CREDIT,208208,47
User 565,DEBIT,273031,50
User 566,CREDIT,101364,24
User 566,DEBIT,151785,31
User 567,CREDIT,143219,33
User 567,DEBIT,120363,23
User 568,CREDIT,150947,32
User 568,DEBIT,181999,37
User 569,CREDIT,169352,34
User 569,DEBIT,191671,40
User 570,CREDIT,224872,35
User 570,DEBIT,123137,29
User 571,CREDIT,197338,36
User 571,DEBIT,137309,25
User 572,CREDIT,143070,32
User 572,DEBIT,125270,27
User 573,CREDIT,152951,30
User 573,DEBIT,151645,28
User 574,CREDIT,198470,38
User 574,DEBIT,134670,31
User 575,CREDIT,227236,44
User 575,DEBIT,206810,38
User 576,CREDIT,136131,23
User 576,DEBIT,215914,42
User 577,CREDIT,230282,45
User 577,DEBIT,179284,37
User 578,CREDIT,173793,35
User 578,DEBIT,121034,28
User 579,CREDIT,119595,31
User 579,DEBIT,211276,43
User 580,CREDIT,106035,27
User 580,DEBIT,128873,30
User 581,CREDIT,133082,27
User 581,DEBIT,128714,30
User 582,CREDIT,107750,25
User 582,DEBIT,118282,27
User 583,CREDIT,207453,37
User 583,DEBIT,186793,34
User 584,CREDIT,207360,42
User 584,DEBIT,137211,29
User 585,CREDIT,145976,30
User 585,DEBIT,89645,20
User 586,CREDIT,107375,25
User 586,DEBIT,128813,29
User 587,CREDIT,173111,36
User 587,DEBIT,224053,47
User 588,CREDIT,205767,39
User 588,DEBIT,160606,31
User 589,CREDIT,145176,33
User 589,DEBIT,164530,34
User 590,CREDIT,234003,45
User 590,DEBIT,210291,42
User 591,CREDIT,141456,28
User 591,DEBIT,140779,29
User 592,CREDIT,265258,46
User 592,DEBIT,253728,46
User 593,CREDIT,133374,28
User 593,DEBIT,114459,27
User 594,CREDIT,233274,45
User 594,DEBIT,244379,46
User 595,CREDIT,209449,45
User 595,DEBIT,193209,39
User 596,CREDIT,231903,46
User 596,DEBIT,189117,47
User 597,CREDIT,124262,24
User 597,DEBIT,121916,30
User 598,CREDIT,104087,28
User 598,DEBIT,92128,22
User 599,CREDIT,216527,35
User 599,DEBIT,241702,41
User 600,CREDIT,133484,28
User 600,DEBIT,238586,43
User 601,CREDIT,271636,53
User 601,DEBIT,189454,38
User 602,CREDIT,208893,35
User 602,DEBIT,223715,49
User 603,CREDIT,129850,22
User 603,DEBIT,144118,28
User 604,CREDIT,192073,44
User 604,DEBIT,227952,47
User 605,CREDIT,169321,31
User 605,DEBIT,130864,22
User 606,CREDIT,248567,39
User 606,DEBIT,289965,55
User 607,CREDIT,169063,35
User 607,DEBIT,133207,30
User 608,CREDIT,227546,40
User 608,DEBIT,137237,29
User 609,CREDIT,201678,37
User 609,DEBIT,232331,50
User 610,CREDIT,155454,29
User 610,DEBIT,140618,32
User 611,CREDIT,174795,37
User 611,DEBIT,214614,42
User 612,CREDIT,164991,31
User 612,DEBIT,196346,30
User 613,CREDIT,224190,43
User 613,DEBIT,122677,24
User 614,CREDIT,201690,38
User 614,DEBIT,259320,49
User 615,CREDIT,194575,44
User 615,DEBIT,193458,39
User 616,CREDIT,207911,38
User 616,DEBIT,184356,36
User 617,CREDIT,220937,37
User 617,DEBIT,153110,30
User 618,CREDIT,243370,52
User 618,DEBIT,173405,36
User 619,CREDIT,236650,49
User 619,DEBIT,211466,37
User 620,CREDIT,204227,39
User 620,DEBIT,141465,30
User 621,CREDIT,145695,27
User 621,DEBIT,127675,28
User 622,CREDIT,209167,42
User 622,DEBIT,202200,42
User 623,CREDIT,189317,39
User 623,DEBIT,225803,44
User 624,CREDIT,127226,26
User 624,DEBIT,123501,28
User 625,CREDIT,184190,33
User 625,DEBIT,210198,36
User 626,CREDIT,107453,25
User 626,DEBIT,215172,44
User 627,CREDIT,203693,43
User 627,DEBIT,224906,40
User 628,CREDIT,179543,30
User 628,DEBIT,208365,40
User 629,CREDIT,174533,32
User 629,DEBIT,175875,32
User 630,CREDIT,145136,30
User 630,DEBIT,172104,33
User 631,CREDIT,251914,43
User 631,DEBIT,216766,43
User 632,CREDIT,109826,26
User 632,DEBIT,158219,27
User 633,CREDIT,157968,31
User 633,DEBIT,133098,30
User 634,CREDIT,198165,47
User 634,DEBIT,234953,42
User 635,CREDIT,299696,55
User 635,DEBIT,206619,43
User 636,CREDIT,272992,52
User 636,DEBIT,203488,48
User 637,CREDIT,248382,50
User 637,DEBIT,231264,48
User 638,CREDIT,190452,39
User 638,DEBIT,212189,36
User 639,CREDIT,129960,31
User 639,DEBIT,188932,37
User 640,CREDIT,161044,27
User 640,DEBIT,143663,26
User 641,CREDIT,162977,30
User 641,DEBIT,174861,34
User 642,CREDIT,151628,37
User 642,DEBIT,101356,23
User 643,CREDIT,140071,31
User 643,DEBIT,137626,27
User 644,CREDIT,186335,38
User 644,DEBIT,256411,53
User 645,CREDIT,137692,37
User 645,DEBIT,160856,38
User 646,CREDIT,168393,32
User 646,DEBIT,213712,41
User 647,CREDIT,196341,41
User 647,DEBIT,107452,23
User 648,CREDIT,213429,42
User 648,DEBIT,107422,29
User 649,CREDIT,183484,38
User 649,DEBIT,185678,41
User 650,CREDIT,166511,37
User 650,DEBIT,247397,53
User 651,CREDIT,195487,32
User 651,DEBIT,117929,22
User 652,CREDIT,121422,23
User 652,DEBIT,199087,36
User 653,CREDIT,135462,24
User 653,DEBIT,143067,27
User 654,CREDIT,275763,47
User 654,DEBIT,205850,36
User 655,CREDIT,221818,40
User 655,DEBIT,153340,32
User 656,CREDIT,190002,36
User 656,DEBIT,196216,41
User 657,CREDIT,159002,32
User 657,DEBIT,109471,21
User 658,CREDIT,125426,26
User 658,DEBIT,177941,38
User 659,CREDIT,97756,26
User 659,DEBIT,103487,26
User 660,CREDIT,197784,44
User 660,DEBIT,164936,38
User 661,CREDIT,172957,35
User 661,DEBIT,213192,41
User 662,CREDIT,161695,28
User 662,DEBIT,159074,32
User 663,CREDIT,226053,50
User 663,DEBIT,180720,35
User 664,CREDIT,160133,31
User 664,DEBIT,117119,23
User 665,CREDIT,162984,36
User 665,DEBIT,192106,44
User 666,CREDIT,242547,44
User 666,DEBIT,166718,36
User 667,CREDIT,260389,53
User 667,DEBIT,219947,44
User 668,CREDIT,143978,28
User 668,DEBIT,158334,33
User 669,CREDIT,228921,46
User 669,DEBIT,283870,48
User 670,CREDIT,134319,27
User 670,DEBIT,197251,34
User 671,CREDIT,148818,34
User 671,DEBIT,180522,33
User 672,CREDIT,88522,24
User 672,DEBIT,127030,26
User 673,CREDIT,167213,31
User 673,DEBIT,206605,47
User 674,CREDIT,270655,49
User 674,DEBIT,225257,49
User 675,CREDIT,151414,29
User 675,DEBIT,145089,30
User 676,CREDIT,151618,28
User 676,DEBIT,204389,37
User 677,CREDIT,216618,41
User 677,DEBIT,262666,50
User 678,CREDIT,166795,34
User 678,DEBIT,189325,41
User 679,CREDIT,198753,39
User 679,DEBIT,178501,32
User 680,CREDIT,263700,53
User 680,DEBIT,201841,42
User 681,CREDIT,188494,45
User 681,DEBIT,131418,33
User 682,CREDIT,173505,34
User 682,DEBIT,220466,39
User 683,CREDIT,272742,54
User 683,DEBIT,144267,30
User 684,CREDIT,190576,39
User 684,DEBIT,143708,27
User 685,CREDIT,206432,39
User 685,DEBIT,111428,24
User 686,CREDIT,143851,31
User 686,DEBIT,140584,34
User 687,CREDIT,140321,30
User 687,DEBIT,165826,32
User 688,CREDIT,144600,32
User 688,DEBIT,146979,25
User 689,CREDIT,213586,47
User 689,DEBIT,279756,50
User 690,CREDIT,219016,46
User 690,DEBIT,205561,42
User 691,CREDIT,145830,32
User 691,DEBIT,161982,35
User 692,CREDIT,187355,35
User 692,DEBIT,120116,32
User 693,CREDIT,200410,42
User 693,DEBIT,193186,39
User 694,CREDIT,242638,47
User 694,DEBIT,233087,46
User 695,CREDIT,176570,38
User 695,DEBIT,146453,27
User 696,CREDIT,302768,56
User 696,DEBIT,223255,41
User 697,CREDIT,262003,43
User 697,DEBIT,234148,53
User 698,CREDIT,126438,25
User 698,DEBIT,164644,33
User 699,CREDIT,175292,31
User 699,DEBIT,239124,45
User 700,CREDIT,139200,35
User 700,DEBIT,192277,48
User 701,CREDIT,176730,35
User 701,DEBIT,206659,40
User 702,CREDIT,272620,50
User 702,DEBIT,238948,44
User 703,CREDIT,177276,30
User 703,DEBIT,177339,32
User 704,CREDIT,187125,41
User 704,DEBIT,213147,52
User 705,CREDIT,171976,34
User 705,DEBIT,192702,36
User 706,CREDIT,225542,44
User 706,DEBIT,254818,51
User 707,CREDIT,191909,34
User 707,DEBIT,153141,31
User 708,CREDIT,110289,21
User 708,DEBIT,166863,32
User 709,CREDIT,135776,26
User 709,DEBIT,199734,37
User 710,CREDIT,130004,23
User 710,DEBIT,163519,32
User 711,CREDIT,257599,49
User 711,DEBIT,295986,51
User 712,CREDIT,272231,57
User 712,DEBIT,175252,38
User 713,CREDIT,262406,48
User 713,DEBIT,267260,49
User 714,CREDIT,151083,33
User 714,DEBIT,219315,44
User 715,CREDIT,181137,35
User 715,DEBIT,243174,50
User 716,CREDIT,246516,47
User 716,DEBIT,281026,52
User 717,CREDIT,133320,21
User 717,DEBIT,122979,30
User 718,CREDIT,231582,42
User 718,DEBIT,200714,42
User 719,CREDIT,228165,45
User 719,DEBIT,206391,45
User 720,CREDIT,116027,30
User 720,DEBIT,118572,26
User 721,CREDIT,191994,38
User 721,DEBIT,225124,44
User 722,CREDIT,135572,28
User 722,DEBIT,166771,36
User 723,CREDIT,171561,36
User 723,DEBIT,161444,33
User 724,CREDIT,186472,34
User 724,DEBIT,110092,27
User 725,CREDIT,218894,41
User 725,DEBIT,173145,37
User 726,CREDIT,183171,35
User 726,DEBIT,173718,37
User 727,CREDIT,122834,24
User 727,DEBIT,179866,40
User 728,CREDIT,143147,30
User 728,DEBIT,115734,27
User 729,CREDIT,184857,34
User 729,DEBIT,165953,31
User 730,CREDIT,131897,26
User 730,DEBIT,99215,25
User 731,CREDIT,116507,28
User 731,DEBIT,140018,27
User 732,CREDIT,176673,38
User 732,DEBIT,151848,32
User 733,CREDIT,168078,30
User 733,DEBIT,155250,30
User 734,CREDIT,134890,33
User 734,DEBIT,210264,41
User 735,CREDIT,160302,35
User 735,DEBIT,193694,37
User 736,CREDIT,114853,27
User 736,DEBIT,135824,24
User 737,CREDIT,159268,31
User 737,DEBIT,274624,47
User 738,CREDIT,111194,25
User 738,DEBIT,123303,26
User 739,CREDIT,132146,27
User 739,DEBIT,152233,29
User 740,CREDIT,209216,39
User 740,DEBIT,164222,36
User 741,CREDIT,217665,44
User 741,DEBIT,203600,45
User 742,CREDIT,171001,40
User 742,DEBIT,218526,41
User 743,CREDIT,107487,24
User 743,DEBIT,142255,33
User 744,CREDIT,226750,49
User 744,DEBIT,192293,42
User 745,CREDIT,181558,40
User 745,DEBIT,153115,35
User 746,CREDIT,174060,34
User 746,DEBIT,241229,48
User 747,CREDIT,131868,28
User 747,DEBIT,126756,25
User 748,CREDIT,190427,37
User 748,DEBIT,140280,29
User 749,CREDIT,200611,35
User 749,DEBIT,194584,36
User 750,CREDIT,187265,42
User 750,DEBIT,287741,56
User 751,CREDIT,122991,28
User 751,DEBIT,133945,25
User 752,CREDIT,207248,43
User 752,DEBIT,307551,56
User 753,CREDIT,191251,34
User 753,DEBIT,197748,41
User 754,CREDIT,123350,28
User 754,DEBIT,92883,24
User 755,CREDIT,134760,23
User 755,DEBIT,226821,39
User 756,CREDIT,268607,46
User 756,DEBIT,283434,54
User 757,CREDIT,203762,41
User 757,DEBIT,222412,49
User 758,CREDIT,163694,32
User 758,DEBIT,173784,32
User 759,CREDIT,142727,30
User 759,DEBIT,178507,32
User 760,CREDIT,177431,43
User 760,DEBIT,171040,37
User 761,CREDIT,201617,41
User 761,DEBIT,277533,48
User 762,CREDIT,119573,25
User 762,DEBIT,238003,45
User 763,CREDIT,119671,28
User 763,DEBIT,141925,31
User 764,CREDIT,242181,46
User 764,DEBIT,251606,53
User 765,CREDIT,185870,33
User 765,DEBIT,161033,29
User 766,CREDIT,245068,52
User 766,DEBIT,252299,46
User 767,CREDIT,182608,35
User 767,DEBIT,216014,42
User 768,CREDIT,217906,42
User 768,DEBIT,270101,53
User 769,CREDIT,205712,46
User 769,DEBIT,158245,26
User 770,CREDIT,222528,46
User 770,DEBIT,172609,35
User 771,CREDIT,156151,29
User 771,DEBIT,97803,22
User 772,CREDIT,169139,31
User 772,DEBIT,174833,30
User 773,CREDIT,142481,25
User 773,DEBIT,139183,26
User 774,CREDIT,223961,45
User 774,DEBIT,228560,45
User 775,CREDIT,156776,33
User 775,DEBIT,221047,42
User 776,CREDIT,220091,39
User 776,DEBIT,161359,36
User 777,CREDIT,158761,36
User 777,DEBIT,183292,36
User 778,CREDIT,163370,38
User 778,DEBIT,226346,42
User 779,CREDIT,153456,28
User 779,DEBIT,242029,46
User 780,CREDIT,174688,42
User 780,DEBIT,221969,40
User 781,CREDIT,140458,32
User 781,DEBIT,134440,27
User 782,CREDIT,154985,36
User 782,DEBIT,160818,36
User 783,CREDIT,144438,28
User 783,DEBIT,192548,40
User 784,CREDIT,161850,33
User 784,DEBIT,233782,42
User 785,CREDIT,195680,41
User 785,DEBIT,259121,50
User 786,CREDIT,106081,25
User 786,DEBIT,197215,40
User 787,CREDIT,170896,36
User 787,DEBIT,220698,44
User 788,CREDIT,188516,30
User 788,DEBIT,115019,25
User 789,CREDIT,192403,37
User 789,DEBIT,247241,49
User 790,CREDIT,212215,43
User 790,DEBIT,250172,57
User 791,CREDIT,140299,30
User 791,DEBIT,190243,36
User 792,CREDIT,184902,32
User 792,DEBIT,89586,21
User 793,CREDIT,182136,42
User 793,DEBIT,180604,38
User 794,CREDIT,143651,30
User 794,DEBIT,110111,26
User 795,CREDIT,260911,49
User 795,DEBIT,231306,42
User 796,CREDIT,261825,50
User 796,DEBIT,237357,46
User 797,CREDIT,169590,39
User 797,DEBIT,311015,57
User 798,CREDIT,157722,32
User 798,DEBIT,140949,25
User 799,CREDIT,256480,43
User 799,DEBIT,228482,56
User 800,CREDIT,141894,27
User 800,DEBIT,211177,35
User 801,CREDIT,151139,29
User 801,DEBIT,129997,25
User 802,CREDIT,130642,26
User 802,DEBIT,196607,42
User 803,CREDIT,155616,33
User 803,DEBIT,182159,39
User 804,CREDIT,236605,41
User 804,DEBIT,195010,38
User 805,CREDIT,109945,26
User 805,DEBIT,196617,41
User 806,CREDIT,170070,37
User 806,DEBIT,127532,26
User 807,CREDIT,229518,49
User 807,DEBIT,234897,47
User 808,CREDIT,284920,54
User 808,DEBIT,210068,46
User 809,CREDIT,200730,39
User 809,DEBIT,168081,38
User 810,CREDIT,201220,45
User 810,DEBIT,233494,40
User 811,CREDIT,112458,24
User 811,DEBIT,201594,35
User 812,CREDIT,227350,39
User 812,DEBIT,173109,37
User 813,CREDIT,165062,34
User 813,DEBIT,236106,50
User 814,CREDIT,223462,42
User 814,DEBIT,165776,30
User 815,CREDIT,229978,43
User 815,DEBIT,226076,45
User 816,CREDIT,178019,30
User 816,DEBIT,98157,21
User 817,CREDIT,131912,28
User 817,DEBIT,140545,30
User 818,CREDIT,169588,34
User 818,DEBIT,193693,41
User 819,CREDIT,168956,35
User 819,DEBIT,121380,28
User 820,CREDIT,127598,30
User 820,DEBIT,199027,39
User 821,CREDIT,167338,33
User 821,DEBIT,168194,36
User 822,CREDIT,80022,24
User 822,DEBIT,161634,32
User 823,CREDIT,130403,27
User 823,DEBIT,132843,28
User 824,CREDIT,216228,38
User 824,DEBIT,180838,35
User 825,CREDIT,154821,30
User 825,DEBIT,194817,37
User 826,CREDIT,287618,54
User 826,DEBIT,258674,44
User 827,CREDIT,101504,25
User 827,DEBIT,147284,30
User 828,CREDIT,209952,45
User 828,DEBIT,186787,44
User 829,CREDIT,200907,45
User 829,DEBIT,153963,31
User 830,CREDIT,166830,34
User 830,DEBIT,248165,54
User 831,CREDIT,195516,43
User 831,DEBIT,258100,53
User 832,CREDIT,219741,44
User 832,DEBIT,236775,50
User 833,CREDIT,205775,38
User 833,DEBIT,133633,35
User 834,CREDIT,230702,49
User 834,DEBIT,206713,50
User 835,CREDIT,148036,31
User 835,DEBIT,131402,25
User 836,CREDIT,193750,44
User 836,DEBIT,187791,45
User 837,CREDIT,208536,38
User 837,DEBIT,184492,36
User 838,CREDIT,192815,44
User 838,DEBIT,187578,33
User 839,CREDIT,195826,35
User 839,DEBIT,186173,40
User 840,CREDIT,202258,38
User 840,DEBIT,189904,44
User 841,CREDIT,145518,33
User 841,DEBIT,183620,35
User 842,CREDIT,166465,33
User 842,DEBIT,141222,34
User 843,CREDIT,117877,27
User 843,DEBIT,125080,25
User 844,CREDIT,212335,41
User 844,DEBIT,173177,35
User 845,CREDIT,129585,25
User 845,DEBIT,137486,27
User 846,CREDIT,130529,31
User 846,DEBIT,129879,27
User 847,CREDIT,257021,51
User 847,DEBIT,193348,39
User 848,CREDIT,140287,29
User 848,DEBIT,148356,22
User 849,CREDIT,184096,37
User 849,DEBIT,105188,24
User 850,CREDIT,164886,36
User 850,DEBIT,192711,39
User 851,CREDIT,208035,46
User 851,DEBIT,283327,53
User 852,CREDIT,151905,32
User 852,DEBIT,170417,39
User 853,CREDIT,187860,37
User 853,DEBIT,169011,34
User 854,CREDIT,256563,47
User 854,DEBIT,242664,43
User 855,CREDIT,129907,20
User 855,DEBIT,165486,36
User 856,CREDIT,172454,30
User 856,DEBIT,126138,29
User 857,CREDIT,122247,28
User 857,DEBIT,137483,26
User 858,CREDIT,191857,34
User 858,DEBIT,234637,47
User 859,CREDIT,217314,40
User 859,DEBIT,165863,34
User 860,CREDIT,244009,45
User 860,DEBIT,212267,44
User 861,CREDIT,235988,45
User 861,DEBIT,206106,39
User 862,CREDIT,199955,41
User 862,DEBIT,223386,38
User 863,CREDIT,174543,37
User 863,DEBIT,107981,27
User 864,CREDIT,144657,33
User 864,DEBIT,220260,47
User 865,CREDIT,245986,51
User 865,DEBIT,250818,49
User 866,CREDIT,189784,39
User 866,DEBIT,263744,48
User 867,CREDIT,255847,50
User 867,DEBIT,184751,40
User 868,CREDIT,113663,27
User 868,DEBIT,113580,23
User 869,CREDIT,209972,42
User 869,DEBIT,147303,32
User 870,CREDIT,161995,31
User 870,DEBIT,237732,45
User 871,CREDIT,295812,55
User 871,DEBIT,224293,41
User 872,CREDIT,212620,44
User 872,DEBIT,111022,29
User 873,CREDIT,227702,50
User 873,DEBIT,234409,43
User 874,CREDIT,172822,27
User 874,DEBIT,180186,36
User 875,CREDIT,182570,42
User 875,DEBIT,216402,52
User 876,CREDIT,147594,35
User 876,DEBIT,196604,42
User 877,CREDIT,190184,40
User 877,DEBIT,227811,47
User 878,CREDIT,182834,38
User 878,DEBIT,222615,41
User 879,CREDIT,185601,39
User 879,DEBIT,115029,26
User 880,CREDIT,174441,32
User 880,DEBIT,153453,31
User 881,CREDIT,112171,21
User 881,DEBIT,184709,37
User 882,CREDIT,150951,31
User 882,DEBIT,163024,34
User 883,CREDIT,172769,29
User 883,DEBIT,155438,34
User 884,CREDIT,253173,50
User 884,DEBIT,225743,45
User 885,CREDIT,232470,48
User 885,DEBIT,201590,38
User 886,CREDIT,99088,24
User 886,DEBIT,210398,42
User 887,CREDIT,91148,24
